173,22,0,8,8,13,7,2,2,12,6,43,36,2,7,1,2,4,3,2,0,3,5,14,0,2,11,15,8,5,1,1,2,2,1
198,106,2,4,2,10,4,8,7,12,1,20,39,10,5,2,3,3,1,4,2,2,3,0,0,0,2,5,2,2,3,1,1,1,2
36,42,17,70,32,25,4,4,1,1,20,4,5,6,2,1,0,1,2,1,1,1,2,1,0,2,41,5,1,4,1,1,8,3,19
33,18,1,135,86,56,14,7,0,2,8,2,6,4,2,0,0,1,0,0,0,1,0,2,0,0,20,4,1,7,1,0,2,1,10
43,10,4,21,100,179,23,1,1,1,10,4,5,2,3,0,2,1,0,0,0,0,0,2,0,0,11,3,0,0,0,0,3,0,1
45,13,0,3,27,228,55,10,2,4,4,8,4,2,2,2,0,0,1,0,0,0,2,7,3,10,2,0,0,0,1,0,1,2,2
60,26,2,3,7,44,135,70,3,3,8,9,20,5,0,1,1,0,1,0,1,1,2,3,0,0,3,0,1,2,0,0,3,0,0
64,29,1,3,6,9,38,193,34,6,7,16,12,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,2,0,0
92,21,0,1,0,3,8,41,151,37,4,37,30,11,3,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,3,0,0
102,15,0,0,1,0,3,6,26,87,25,122,39,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
26,1,0,1,0,0,5,0,1,19,160,104,4,0,2,0,0,1,0,0,1,1,0,0,0,1,2,2,0,1,0,0,0,0,0
68,8,0,0,0,1,0,3,1,6,21,228,110,10,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58,16,1,0,0,3,3,2,0,3,3,47,238,54,4,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
43,16,1,0,3,1,3,3,0,2,5,6,66,183,64,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
44,10,1,0,1,0,3,2,3,1,4,3,13,63,195,33,6,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
37,12,0,4,0,0,2,2,1,0,9,6,10,12,82,99,56,5,2,4,1,1,0,0,0,0,5,0,0,0,1,1,1,0,0
49,17,1,3,1,4,2,1,1,2,2,1,6,7,15,49,139,33,9,2,0,2,1,0,1,0,3,1,0,2,1,0,2,0,1
39,18,1,2,1,1,1,3,1,0,6,4,3,5,12,7,59,132,41,13,0,6,1,2,0,1,3,1,1,1,2,0,1,0,0
34,11,1,1,1,2,2,0,0,1,11,1,3,2,1,1,8,50,128,53,11,9,4,1,0,0,3,0,0,0,0,1,0,0,0
33,8,1,1,1,1,2,1,0,0,14,2,4,4,0,0,4,6,51,148,42,26,7,1,0,1,4,3,1,1,2,3,1,0,0
36,8,1,1,2,2,0,0,3,1,8,1,3,3,1,0,2,0,4,52,64,119,18,9,0,0,11,3,1,3,0,0,1,0,0
35,21,0,1,1,2,2,0,1,0,14,4,3,1,1,0,0,1,1,10,19,111,86,11,0,1,7,4,0,0,1,0,2,0,1
29,23,3,0,2,2,0,2,0,1,16,1,3,0,1,0,0,0,1,0,7,41,127,72,1,3,8,6,1,2,3,1,2,0,0
35,17,3,1,1,1,0,0,0,3,14,1,2,0,0,1,0,0,0,0,0,4,32,174,13,3,15,6,1,2,1,0,1,0,0
48,13,0,1,0,3,0,1,0,1,11,0,2,0,2,0,0,0,0,1,1,4,8,62,101,17,9,18,2,19,4,0,1,0,0
47,4,4,0,1,1,0,0,0,0,7,2,1,1,1,0,0,0,0,2,0,0,1,22,47,132,83,37,5,18,3,1,2,0,0
10,1,0,0,0,1,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,9,338,71,0,0,0,0,0,0,0
35,13,1,0,3,2,1,1,0,2,8,1,2,0,0,0,0,0,1,0,0,0,0,5,3,7,29,172,62,24,4,2,2,0,0
47,14,2,4,1,0,0,1,2,1,3,1,2,1,1,0,0,1,0,2,0,2,0,2,1,1,10,28,138,107,8,0,4,0,4
47,18,5,1,2,3,2,0,0,0,3,2,5,1,1,0,0,0,1,0,0,2,0,3,1,2,6,13,6,137,73,11,6,0,2
62,21,5,1,5,4,2,2,4,0,10,2,0,0,0,0,1,0,0,1,0,1,0,3,1,2,6,12,2,20,134,51,22,1,1
76,17,5,3,2,1,7,2,0,3,14,2,4,3,0,0,0,3,1,0,0,1,3,3,0,1,8,6,3,7,36,80,68,3,9
93,26,10,4,4,2,3,1,1,0,17,3,9,2,2,0,1,0,1,3,1,0,2,5,0,0,6,4,1,2,10,29,113,4,18
86,29,9,18,6,11,8,2,7,1,12,2,14,9,3,1,0,1,0,3,0,0,1,3,0,2,6,11,0,1,7,9,53,25,64
89,36,7,32,16,20,5,5,3,3,11,10,11,5,5,1,1,1,0,1,2,0,0,1,1,1,4,5,1,0,0,1,25,6,68
