59,30,5,8,3,9,9,12,30,5,0,8,9,8,4,6,13,9,9,3,3,7,12,14,40,2,2,4,0,2,8,8,22
27,89,37,26,6,9,19,11,16,5,2,4,9,12,6,2,15,25,8,2,1,1,6,4,26,5,8,13,4,1,2,6,19
11,21,119,77,15,17,17,27,15,14,1,6,6,9,3,2,13,9,10,2,1,5,2,4,10,0,1,3,1,0,3,0,6
7,1,13,166,57,21,16,18,11,7,1,6,9,14,3,1,15,5,10,5,1,8,17,10,4,1,4,1,0,0,3,3,2
10,1,3,11,76,111,40,27,9,18,2,11,22,7,9,2,9,9,10,1,2,5,1,1,3,0,7,1,3,0,0,2,4
5,2,0,0,6,143,104,46,9,18,3,24,18,5,4,0,12,10,3,0,2,2,2,1,3,0,1,1,2,0,1,0,2
2,1,0,0,1,11,174,139,17,31,2,20,8,5,7,0,3,6,5,0,0,0,4,2,3,0,2,1,0,2,1,0,0
0,0,0,0,0,2,19,213,98,38,3,18,13,15,5,0,3,4,2,0,0,1,1,0,0,0,1,1,1,0,1,0,0
2,0,1,0,0,0,1,26,252,13,0,4,4,1,2,1,0,4,2,0,1,0,2,1,4,2,1,2,2,0,1,2,0
2,0,0,0,0,0,4,72,148,148,27,26,13,8,4,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7,0,0,0,1,2,10,39,16,64,108,144,16,10,6,1,3,2,2,0,0,3,1,0,1,1,0,0,2,0,1,0,0
0,1,0,0,0,2,1,20,7,16,8,216,93,19,7,1,2,3,1,0,2,2,1,0,2,0,0,1,0,0,0,0,0
1,1,0,0,0,0,5,8,4,3,7,61,210,53,18,0,6,1,1,0,0,1,1,2,2,0,0,0,0,0,2,0,0
1,1,0,0,0,1,3,7,12,2,1,19,61,130,73,6,12,3,2,1,0,3,2,4,3,1,1,1,0,1,0,1,1
3,0,0,1,0,2,3,0,4,3,1,6,26,63,167,25,18,8,4,0,4,5,1,2,1,2,0,2,3,1,1,1,0
2,1,0,0,1,1,4,3,8,3,1,6,9,28,101,122,53,8,5,2,0,1,2,2,4,0,0,1,0,0,0,0,0
4,3,1,0,1,1,1,2,9,1,0,3,5,8,25,82,157,17,6,0,2,2,2,3,2,1,0,0,0,1,0,1,0
0,0,1,0,1,1,0,2,11,4,0,2,1,3,14,14,167,111,16,1,1,2,9,6,4,1,1,0,0,0,0,0,0
2,1,0,1,2,0,0,0,9,8,1,3,1,4,2,3,66,115,97,8,8,7,3,6,7,1,0,2,0,0,0,0,0
2,0,0,0,1,1,1,1,17,0,2,2,2,6,3,2,22,58,134,40,13,7,11,8,6,1,0,0,1,0,0,0,0
2,0,1,0,0,0,2,2,20,2,1,1,1,5,4,2,10,24,64,82,83,22,9,5,7,4,0,2,2,0,0,1,0
2,0,0,0,0,0,3,2,18,3,0,1,1,5,4,0,9,8,27,10,83,109,27,6,8,1,0,0,1,0,4,0,0
2,0,0,0,0,3,2,2,12,2,1,1,1,3,5,1,3,4,10,2,8,66,134,33,11,10,2,5,3,0,3,0,0
4,1,0,1,0,1,1,2,10,3,0,2,4,1,3,1,5,4,3,0,5,18,113,140,77,10,1,7,3,0,2,0,0
0,0,0,0,1,0,0,0,3,0,0,2,2,0,0,0,0,2,6,0,0,0,9,28,367,12,3,1,1,0,0,0,0
4,1,0,0,0,0,5,3,9,1,0,3,4,4,0,3,2,4,6,6,4,9,15,66,75,103,27,14,4,3,3,0,0
2,3,0,0,0,0,10,1,6,3,2,4,3,4,5,0,4,4,19,4,1,5,13,41,7,32,156,46,4,3,4,0,0
8,2,0,0,0,0,8,5,3,6,2,5,5,2,3,1,3,5,9,4,3,4,6,20,3,10,23,149,45,3,11,2,1
13,2,0,1,2,2,14,8,15,3,1,0,6,8,10,0,6,2,12,1,2,10,8,7,8,9,5,57,117,33,7,7,0
11,0,0,2,1,4,9,10,18,12,1,8,9,9,8,5,8,6,14,0,2,12,3,10,5,7,2,19,39,75,58,4,1
16,2,1,0,0,5,12,17,24,9,4,6,7,6,5,4,15,5,11,3,7,9,9,8,8,3,4,12,15,31,89,23,8
23,5,2,2,5,3,26,21,17,14,3,24,6,7,9,5,13,12,11,0,5,11,9,10,3,11,1,13,13,11,35,54,19
17,15,7,10,3,5,26,36,16,18,4,13,10,11,5,1,8,11,13,0,2,11,10,12,3,5,2,8,9,2,16,25,43
