137,22,2,1,6,7,4,5,7,20,7,91,20,4,4,3,1,6,5,2,3,1,3,6,5,2,12,10,8,7,6,0,3,2,1
122,112,0,3,2,2,3,4,21,22,4,87,27,8,4,3,2,5,4,2,2,4,3,2,0,0,5,0,1,2,3,0,2,3,3
59,42,12,45,13,3,4,3,12,2,9,11,8,4,1,0,0,2,1,0,1,2,0,7,1,2,57,6,3,5,3,1,10,11,24
57,12,3,82,83,26,15,13,11,6,2,9,2,5,2,0,2,2,2,0,0,1,2,2,0,0,35,7,4,7,0,0,3,4,25
83,11,0,5,95,96,34,26,8,8,9,9,5,2,2,0,2,1,1,0,0,0,1,3,0,0,15,2,0,0,1,0,2,2,7
48,14,0,0,17,185,71,22,15,5,6,18,2,2,0,1,1,0,1,0,0,3,2,5,7,7,5,0,0,1,1,0,0,1,0
49,26,0,0,3,13,66,140,28,7,5,35,12,1,1,1,0,2,1,1,3,0,1,3,1,0,9,0,2,2,0,1,0,0,1
37,21,0,0,4,1,10,168,103,23,7,33,12,3,0,1,0,0,0,0,1,0,0,1,0,0,3,1,0,1,1,0,1,0,0
46,13,0,0,0,2,2,21,183,65,4,76,19,4,4,0,1,0,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0
40,14,0,0,0,0,0,2,33,113,41,178,11,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
14,1,0,0,0,0,2,0,0,27,175,97,2,2,1,0,0,0,0,0,0,1,1,0,1,1,6,0,0,1,0,0,0,0,0
15,2,0,0,0,1,0,0,5,10,28,348,43,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
15,12,0,0,1,3,1,1,9,7,2,122,228,22,6,1,0,1,0,0,0,0,0,2,1,0,3,0,0,0,1,0,1,0,0
32,14,0,0,0,0,1,1,6,1,4,27,79,144,81,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1
28,11,0,0,0,0,2,1,6,2,2,12,19,45,185,61,5,2,1,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0
36,12,0,1,0,0,0,0,6,0,1,9,7,8,48,117,68,13,9,1,0,0,3,1,0,0,10,1,0,0,0,0,1,1,0
40,12,0,1,1,2,0,1,3,3,1,4,7,7,14,48,109,75,14,0,1,0,1,1,1,0,7,0,2,1,1,0,1,0,0
38,12,0,1,0,0,0,2,4,1,3,5,3,3,9,14,24,156,71,5,1,1,3,1,0,0,9,0,2,0,0,0,0,0,0
32,10,0,0,2,0,1,0,1,1,1,1,3,1,3,5,4,36,164,34,11,3,6,4,0,0,15,0,1,0,0,1,0,0,0
31,7,0,0,0,0,1,0,4,0,4,2,2,4,0,1,1,12,65,108,69,25,13,5,0,0,15,2,0,2,0,0,0,0,0
31,12,0,1,0,2,0,1,2,0,2,3,1,2,1,0,2,2,11,17,104,94,32,14,1,0,17,2,3,0,0,0,0,0,0
31,9,0,0,2,1,1,0,2,1,3,3,4,1,1,0,0,0,2,2,20,108,93,28,0,0,22,3,1,2,1,0,0,0,0
35,10,0,0,0,1,4,1,2,1,2,3,3,0,1,0,0,1,2,0,1,26,141,86,6,1,23,1,0,5,1,0,1,0,0
26,7,0,0,0,0,0,1,2,2,2,2,0,0,0,0,1,0,0,0,2,0,18,199,32,0,31,2,1,2,0,1,0,0,0
39,5,0,1,0,2,1,4,3,1,0,1,1,0,0,0,0,1,1,0,2,0,6,39,132,25,27,20,6,10,1,0,0,0,1
47,3,0,0,0,1,1,1,7,0,1,2,0,0,0,0,0,0,0,1,0,0,1,9,51,97,148,21,10,19,0,0,0,1,1
12,0,0,0,0,0,2,2,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,6,359,46,0,0,0,0,0,0,0
46,6,0,0,1,0,0,0,1,1,1,3,2,0,0,1,0,0,0,3,1,1,2,2,6,5,51,160,55,29,1,1,1,0,0
43,5,0,0,1,1,1,0,6,0,1,1,2,1,0,1,0,0,1,2,1,0,2,9,2,0,16,17,189,76,4,1,0,1,4
47,8,0,0,0,3,1,1,4,0,3,3,6,0,0,0,1,1,0,0,2,0,3,6,3,0,9,4,21,170,43,7,3,3,1
71,12,0,0,0,2,1,2,14,1,2,2,0,1,1,1,0,0,0,1,0,1,3,5,3,0,20,3,5,56,130,27,9,2,1
78,15,1,0,0,2,1,1,4,4,7,5,3,8,1,1,2,1,3,1,0,0,8,4,1,1,19,3,3,16,49,90,31,4,4
94,19,1,0,0,3,1,4,6,4,5,11,5,1,3,0,0,1,1,1,1,1,3,12,3,0,21,2,4,7,15,39,89,15,5
108,22,1,4,7,3,2,9,12,5,2,14,16,3,3,3,0,1,1,2,1,0,5,8,4,0,19,1,2,5,6,10,43,58,24
106,34,1,10,7,5,4,9,12,11,3,21,9,5,2,0,0,2,0,0,0,0,2,11,3,2,10,2,2,3,2,0,17,37,45
