0,0,4,1,26,0,12,46,4,47,5,10,22,2,1,14,3,8,0,11,4,1,9,10,1,64,9,49,8,3,0,14,39,0,53,0,0
0,0,7,2,14,0,36,42,4,35,2,3,13,3,1,5,4,5,2,18,3,0,6,2,0,69,3,27,3,2,0,14,72,0,83,0,0
0,0,38,20,88,0,19,63,23,78,10,2,1,0,2,0,0,1,1,2,1,2,2,2,1,14,26,18,3,2,0,4,10,0,47,0,0
0,0,25,64,159,1,25,37,16,27,5,1,0,0,2,0,0,1,2,2,0,1,4,1,0,9,20,7,2,1,0,4,7,0,57,0,0
0,0,16,8,262,0,33,30,5,36,4,0,3,0,2,3,0,5,1,2,1,0,2,0,0,12,9,4,0,0,0,0,12,0,30,0,0
0,0,7,0,232,0,72,34,7,19,6,0,2,0,1,0,0,0,0,3,0,1,12,5,5,11,8,3,0,0,0,4,9,0,39,0,0
0,0,11,1,63,3,179,74,14,31,5,0,6,3,0,1,1,2,0,6,0,0,3,4,0,17,7,3,2,1,0,2,10,0,31,0,0
0,0,5,4,20,3,124,151,30,36,2,3,6,3,2,3,0,0,0,5,0,0,0,2,0,27,4,9,0,2,0,5,18,0,16,0,0
0,0,2,0,10,0,41,130,71,74,1,17,21,3,0,1,0,0,0,1,0,0,1,0,1,37,7,12,0,0,0,1,23,0,26,0,0
0,0,3,2,4,0,21,58,23,129,11,45,35,0,1,1,1,0,0,1,0,0,0,1,0,39,4,21,1,1,0,2,46,0,30,0,0
0,0,2,0,4,0,0,19,30,211,41,84,14,0,2,0,0,0,0,5,1,0,1,0,0,14,2,24,5,2,0,5,9,0,5,0,0
0,0,3,1,4,0,5,27,3,68,1,81,106,4,2,1,1,1,0,4,1,0,0,0,0,38,3,39,1,1,0,2,48,0,35,0,0
0,0,3,1,5,0,6,40,7,40,6,28,171,32,7,5,1,1,0,3,1,0,0,1,0,32,1,25,0,0,0,5,40,0,19,0,0
0,0,3,2,5,0,3,33,9,50,8,10,55,132,60,10,0,1,0,0,1,0,0,0,0,34,3,15,0,0,0,8,24,0,14,0,0
0,0,4,4,2,0,4,34,9,36,8,5,8,49,118,83,4,2,4,5,0,0,2,0,0,22,2,6,0,1,0,25,31,0,12,0,0
0,0,5,7,4,0,4,31,12,50,10,4,7,13,32,168,27,19,5,10,4,2,2,0,1,9,4,2,0,0,0,21,17,0,10,0,0
0,0,2,1,7,0,4,30,16,47,6,1,1,5,6,106,61,87,13,15,6,1,1,0,1,13,1,4,2,2,0,9,13,0,19,0,0
0,0,3,4,2,0,2,39,8,44,9,0,0,5,2,16,18,178,37,50,9,2,5,3,1,8,3,2,3,3,0,13,4,0,7,0,0
0,0,2,3,4,0,3,25,14,67,10,0,1,2,0,3,3,43,48,190,25,0,8,3,0,4,3,1,0,0,0,3,6,0,9,0,0
0,0,1,2,6,0,1,23,12,48,10,0,0,1,1,4,1,7,12,212,86,4,13,0,0,12,4,3,1,0,0,4,5,0,7,0,0
0,0,0,2,8,0,6,17,5,64,15,0,0,0,1,0,0,3,0,102,182,14,25,4,0,10,5,5,0,1,0,1,3,0,7,0,0
0,0,2,1,4,0,0,36,6,93,9,0,0,0,0,1,0,1,0,37,128,34,87,3,0,17,4,4,2,0,0,1,3,0,7,0,0
0,0,4,0,6,0,5,27,9,80,8,0,0,0,1,0,0,1,0,7,52,9,195,26,0,19,5,8,5,2,0,0,8,0,3,0,0
0,0,2,2,9,0,3,30,5,81,9,0,0,0,0,0,0,0,1,2,16,2,115,101,2,30,38,14,4,0,0,1,6,0,7,0,0
0,0,1,1,12,0,2,43,5,79,12,0,2,1,0,0,1,0,0,1,6,2,11,124,29,83,35,11,2,1,0,1,9,0,6,0,0
0,0,1,0,15,0,2,38,3,52,7,0,0,0,0,0,0,0,0,1,3,0,4,51,39,136,70,41,3,2,0,1,9,0,2,0,0
0,0,0,0,3,0,0,7,1,12,1,0,0,0,0,0,0,0,0,0,3,0,1,5,7,82,262,84,5,0,0,2,2,0,3,0,0
0,0,0,1,16,0,3,51,3,72,13,0,0,0,0,0,0,0,0,1,1,0,2,8,1,60,86,111,28,5,0,1,7,0,10,0,0
0,0,4,1,12,0,8,51,8,59,6,0,0,0,0,0,0,1,0,1,6,2,4,5,0,18,11,81,158,16,0,8,12,0,8,0,0
0,0,1,1,14,0,14,39,10,77,8,0,0,2,0,0,0,1,0,3,2,1,6,3,3,14,8,28,62,66,0,89,22,0,6,0,0
0,0,4,3,27,0,10,39,18,58,16,0,0,1,0,1,0,0,0,2,2,1,4,2,0,26,5,14,12,29,0,152,37,0,17,0,0
0,0,3,2,32,1,8,35,16,70,10,0,1,1,0,0,0,0,1,4,6,0,4,3,0,16,5,10,6,8,0,119,81,0,38,0,0
0,0,9,2,27,0,11,43,15,67,14,0,0,1,1,0,0,1,0,3,1,0,5,6,0,26,3,5,2,2,0,43,115,0,78,0,0
0,0,16,5,39,0,17,49,17,52,5,0,3,1,0,0,0,0,0,5,6,0,3,3,0,28,6,8,2,1,0,18,72,0,123,1,0
0,0,23,10,65,0,9,63,17,53,1,1,2,1,0,0,0,1,0,0,1,1,2,4,0,30,2,4,0,1,0,9,39,0,141,0,0
0,0,9,2,40,1,10,62,24,60,12,7,16,9,3,11,3,22,8,26,5,3,14,9,4,21,36,22,7,4,0,5,9,0,16,0,0
0,0,0,0,18,0,3,46,93,102,71,4,9,4,4,9,1,3,2,8,3,0,3,4,0,14,37,26,2,3,0,4,4,0,3,0,0
