46,36,2,6,4,5,14,9,16,5,6,10,6,7,0,8,24,24,9,2,1,2,16,12,48,5,1,2,4,2,13,4,14
20,110,22,36,8,10,12,10,6,5,6,6,10,3,5,8,38,16,2,1,1,6,13,5,27,5,13,4,1,1,2,4,10
6,24,59,117,15,10,17,29,11,12,1,7,7,3,5,15,19,10,3,4,2,6,9,5,11,3,1,3,4,0,4,0,8
4,1,2,147,88,21,17,16,12,6,4,12,3,4,2,9,12,7,13,0,2,6,15,16,6,0,2,4,2,1,2,3,2
5,4,0,8,82,101,51,12,4,22,6,26,11,2,5,6,11,13,5,1,0,7,7,3,5,1,5,2,2,1,2,1,4
3,0,0,0,10,127,116,31,6,19,19,25,11,6,3,3,12,11,3,0,2,3,4,2,3,0,1,0,4,1,6,0,1
0,0,0,0,0,9,197,89,11,39,14,30,13,1,7,1,7,14,1,0,0,0,3,3,1,1,3,0,3,0,0,0,0
0,0,0,0,0,1,25,157,64,93,17,24,18,4,7,2,5,7,1,0,0,0,2,4,0,0,1,1,1,1,0,0,0
0,1,0,1,0,0,0,19,209,51,3,2,3,1,1,0,2,7,3,0,0,1,9,4,5,2,2,0,0,0,1,1,0
1,0,0,0,0,0,3,39,64,215,75,30,12,1,4,0,1,6,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0
2,0,0,0,0,1,9,10,7,46,189,120,20,6,1,2,5,6,0,0,1,1,1,3,1,1,0,0,1,2,2,1,0
0,0,0,0,0,3,5,7,1,12,25,235,82,7,4,3,6,2,1,0,0,1,4,1,3,0,0,0,1,0,0,0,1
1,1,0,0,0,1,3,5,2,5,11,69,217,36,13,3,4,5,1,0,0,1,1,0,2,1,2,0,0,0,3,0,0
1,0,0,0,0,0,2,8,5,6,3,17,78,126,49,13,11,7,1,0,0,0,4,6,5,0,1,1,3,1,5,1,0
1,0,0,1,0,0,3,2,2,7,3,8,19,61,139,41,24,14,5,0,0,3,6,4,5,1,2,1,2,0,1,3,0
0,0,0,0,0,1,1,5,2,6,3,5,16,15,44,151,70,26,3,0,0,3,5,2,6,1,0,1,2,0,0,0,0
4,1,0,0,0,1,1,3,2,2,1,5,5,4,7,37,163,74,6,1,1,1,9,2,4,0,0,0,1,1,4,0,0
0,1,0,0,1,0,0,0,1,2,0,3,2,1,2,11,61,229,15,3,2,0,15,8,6,2,3,0,1,0,3,1,0
1,0,0,0,0,0,3,0,1,4,2,1,0,2,2,1,17,149,113,11,9,5,8,5,13,2,1,1,0,1,4,0,0
0,0,0,0,2,0,0,1,1,3,1,3,2,2,1,2,2,67,112,54,27,8,19,13,12,2,0,1,4,1,1,1,0
2,1,0,1,0,0,1,3,0,1,3,0,1,1,1,5,3,28,37,54,112,45,24,9,10,1,0,6,3,0,3,2,0
0,0,0,0,0,0,4,2,1,1,2,2,1,1,3,1,4,13,16,5,25,166,52,13,8,2,0,0,3,2,1,3,1
0,1,0,1,0,1,1,3,2,3,2,1,0,0,2,0,1,10,5,3,3,47,147,59,14,14,1,0,3,1,3,0,1
1,0,0,1,0,2,3,3,3,2,1,1,3,1,1,1,1,6,1,2,2,17,66,213,60,24,2,0,4,1,0,1,0
0,0,0,0,1,0,2,0,2,0,0,2,1,0,0,0,0,2,0,0,0,1,4,34,371,20,0,1,0,0,0,0,0
2,1,0,2,0,0,1,4,5,0,1,1,2,1,0,0,2,6,6,1,1,4,14,52,74,173,14,4,1,1,4,0,0
2,1,1,0,0,0,6,3,0,4,5,3,2,1,1,1,3,7,10,2,1,4,13,36,8,71,174,20,3,0,6,0,1
1,2,1,0,0,3,7,1,0,4,1,4,2,4,2,1,0,10,7,1,3,4,8,15,12,22,45,145,32,2,9,3,2
4,2,2,1,1,2,13,6,3,5,3,1,4,1,6,2,5,20,6,0,1,5,21,9,16,14,16,53,117,20,14,1,2
9,2,0,1,1,3,9,5,4,9,2,5,11,1,3,7,13,16,9,2,1,4,16,8,9,8,11,19,48,75,47,8,6
21,3,0,2,0,4,12,8,5,10,7,5,4,3,11,6,6,22,9,2,3,6,21,13,11,5,7,14,15,27,78,26,11
31,6,2,3,3,2,21,11,3,15,14,18,6,6,2,8,16,23,9,0,3,5,19,18,11,8,8,9,9,8,38,34,36
27,17,1,7,1,3,23,30,11,14,10,16,8,4,3,3,17,16,11,0,1,4,16,20,3,8,8,7,4,1,20,21,40
