255,1,1,0,0,3,4,3,0,30,14,50,1,1,0,1,1,4,0,0,3,1,3,0,2,0,22,0,4,2,1,3,1,10,2
322,2,0,0,0,1,1,3,0,54,6,56,2,2,0,0,1,0,1,0,1,1,1,0,0,0,4,0,0,1,0,1,2,5,0
171,11,9,0,0,4,0,0,1,6,18,7,1,1,0,1,0,0,2,0,2,1,0,1,1,0,38,0,0,2,2,17,10,48,10
176,2,10,2,2,19,7,6,2,2,4,4,0,0,0,0,0,1,1,0,2,0,0,0,0,0,28,0,1,2,3,9,12,85,44
178,5,12,4,8,65,44,16,0,5,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,2,0,38,33
158,1,9,3,22,110,56,10,0,5,4,7,0,0,0,1,0,0,0,0,3,0,1,1,0,0,4,0,1,2,0,2,1,21,18
189,2,7,0,3,27,88,43,1,14,3,17,0,0,0,1,0,0,0,0,4,0,0,0,1,0,3,0,0,2,1,0,1,3,4
185,1,0,0,0,3,49,108,19,39,1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,3,1
154,1,0,0,0,0,4,33,60,123,11,55,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0
128,0,0,0,0,1,0,5,6,158,70,67,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
49,0,0,0,0,0,0,0,0,26,194,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,3,0,0,1,0
118,0,0,0,0,0,0,2,0,83,79,166,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1
180,2,0,0,0,0,0,1,0,39,21,136,23,30,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
141,1,0,0,0,0,1,1,1,14,12,55,37,102,11,17,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0
122,3,0,0,0,0,0,4,1,5,5,29,13,69,22,58,46,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
121,8,0,0,0,0,0,4,0,5,6,12,3,27,2,52,68,24,9,0,1,0,0,0,0,0,4,0,0,0,1,1,1,4,0
139,6,0,0,1,0,0,0,0,1,5,11,0,10,0,40,24,83,20,0,8,0,0,0,0,0,2,0,2,1,2,2,1,0,0
155,7,0,0,0,1,0,1,0,4,6,2,0,1,0,12,17,105,35,0,14,0,0,0,0,0,3,0,2,0,1,0,1,1,0
145,7,0,0,0,1,0,0,0,3,4,1,0,2,0,1,1,37,46,0,83,1,0,0,1,0,3,0,1,0,0,0,1,2,0
145,5,0,0,0,2,0,1,0,2,4,5,0,0,0,0,1,7,22,0,163,8,0,0,0,0,5,0,2,0,0,0,0,1,0
132,8,0,0,0,2,0,1,0,3,2,2,1,0,0,0,0,0,8,0,139,40,10,1,0,0,6,0,0,0,0,1,0,1,0
150,4,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,4,0,74,68,28,0,0,0,5,0,0,1,0,0,0,1,0
148,1,0,0,0,1,1,0,0,2,2,3,0,0,0,0,0,1,0,0,25,46,104,7,1,4,6,0,2,3,0,1,0,0,0
157,1,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,8,15,60,36,31,3,7,0,1,0,0,1,0,2,0
185,3,0,0,0,0,2,1,0,3,0,7,1,0,0,0,0,0,0,0,2,2,2,9,53,11,44,0,1,1,0,0,1,1,0
167,2,1,0,0,0,0,1,0,3,2,3,2,1,0,0,0,0,0,0,2,2,1,3,9,14,204,0,5,0,0,0,0,0,0
40,0,0,0,0,1,0,1,0,7,2,2,3,0,0,0,0,0,0,0,0,3,0,0,1,2,376,0,0,0,0,0,0,0,0
159,3,0,0,0,0,0,0,0,2,2,4,0,2,0,0,0,0,0,0,0,1,0,2,1,1,132,25,41,3,1,0,0,1,0
166,1,0,0,0,2,0,1,0,1,0,6,2,2,0,0,0,1,0,0,3,1,0,0,0,0,13,7,152,24,3,0,1,2,0
136,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,2,0,0,1,3,0,0,0,1,11,1,17,116,24,30,2,0,0
151,3,0,0,0,0,0,0,2,2,4,6,0,2,0,0,0,1,0,0,0,1,0,0,0,0,10,1,11,53,58,67,4,0,0
151,3,0,0,0,1,0,0,0,5,9,5,1,2,0,0,0,2,1,0,0,4,0,0,0,0,3,0,3,17,37,112,8,7,0
182,5,1,0,0,1,0,1,0,9,4,9,0,0,0,0,1,0,0,0,4,3,0,0,1,0,3,0,1,3,13,110,12,14,0
206,2,0,0,0,1,1,1,2,7,4,14,0,1,0,0,0,2,0,0,3,4,0,0,0,0,5,0,3,5,3,60,21,55,4
202,1,4,0,0,0,3,2,0,11,3,12,0,1,0,1,0,2,0,0,3,2,0,0,0,0,8,0,0,0,2,20,16,72,12
