160,3,2,1,10,3,3,1,6,16,5,57,32,10,6,3,3,4,6,1,3,2,5,10,2,1,17,12,13,5,4,1,5,8,3
223,28,0,1,3,1,3,8,19,22,1,36,29,13,8,3,8,6,4,4,6,3,4,1,3,0,4,3,4,3,4,0,5,4,3
75,17,19,37,8,2,1,2,2,2,11,4,7,7,0,0,0,5,0,1,1,1,3,10,2,4,57,13,3,5,4,3,18,18,22
61,2,3,118,49,16,12,7,2,2,2,7,6,9,2,0,2,1,4,0,0,1,2,1,0,1,35,7,14,7,2,1,15,5,28
73,4,1,21,154,48,21,10,1,7,4,8,9,2,2,3,0,5,1,0,0,0,3,2,0,0,26,4,2,2,0,0,8,2,7
69,5,0,0,45,143,49,17,4,2,1,11,6,1,1,1,0,1,0,0,1,0,2,7,13,16,29,0,3,4,0,0,7,1,1
79,8,0,1,8,17,103,103,8,13,2,11,14,4,1,1,1,1,1,3,1,0,0,4,1,0,15,1,3,6,1,0,1,1,1
85,7,1,1,1,2,20,169,58,24,2,11,13,18,1,1,0,1,1,0,0,0,1,0,0,0,5,2,1,2,1,0,1,2,1
71,6,0,0,0,0,4,24,170,72,1,43,21,11,2,2,0,0,0,1,0,1,1,0,1,1,6,3,3,1,1,1,1,0,1
92,3,0,0,0,0,1,4,33,113,23,123,25,6,1,1,1,0,2,1,0,0,0,0,0,1,3,0,1,1,1,1,2,1,0
33,0,0,0,1,0,2,0,1,27,152,85,1,6,0,0,0,1,0,0,4,1,0,0,1,3,11,1,0,2,0,0,0,0,0
58,1,0,0,0,0,1,1,4,11,29,272,68,6,2,0,1,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
37,3,0,0,3,0,0,1,5,12,6,66,235,47,5,2,2,0,0,0,0,0,0,4,0,1,6,1,0,0,1,1,1,0,0
50,3,0,0,0,0,1,1,4,2,4,15,59,182,62,3,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,2,1
44,1,0,0,0,0,0,2,2,4,3,6,11,78,180,32,7,1,0,0,0,1,1,0,1,0,8,1,1,1,1,0,2,0,0
37,9,0,0,0,0,1,0,3,0,4,4,6,11,65,137,35,6,5,0,0,2,0,1,1,0,17,1,1,3,0,0,2,2,0
43,3,0,0,2,0,0,0,2,3,2,2,7,6,18,69,123,36,7,1,0,0,1,0,2,0,16,4,4,1,1,1,4,0,0
33,3,0,0,0,0,0,1,2,2,1,3,3,5,15,10,56,157,39,5,2,3,2,4,1,0,12,2,1,4,0,0,2,0,0
30,2,0,0,0,0,0,0,0,1,1,0,0,2,3,3,3,51,168,29,4,7,5,2,1,0,20,3,1,0,0,1,2,1,0
23,2,0,1,1,0,1,1,1,2,0,2,0,2,0,0,2,15,82,135,40,12,8,4,0,1,22,6,3,4,0,0,3,0,0
27,3,1,1,1,0,1,1,2,0,1,2,1,1,0,1,1,3,13,64,117,52,18,8,1,0,25,1,5,2,1,0,1,2,0
36,2,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,1,1,17,39,107,63,22,3,1,27,6,3,3,1,0,2,1,0
30,1,0,0,0,1,0,0,1,1,1,1,2,1,0,0,0,1,1,3,10,41,143,68,4,1,31,3,2,6,2,0,2,1,0
20,3,0,0,1,0,0,0,1,0,1,0,2,0,0,1,1,0,0,1,0,1,35,198,16,0,36,1,5,3,0,1,2,2,0
32,0,1,0,0,1,1,2,1,0,2,1,2,0,0,0,0,1,0,0,0,1,9,70,113,16,33,15,16,4,3,0,4,1,0
32,0,0,0,1,1,0,0,0,2,2,1,1,0,0,0,0,0,1,1,0,0,0,17,57,111,127,30,20,12,2,0,2,1,1
4,0,2,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,7,338,72,1,0,0,0,2,2,0
25,1,0,2,2,0,0,0,0,1,1,2,0,1,0,1,0,0,1,1,0,0,3,6,5,6,43,166,91,14,3,0,3,1,1
36,0,0,0,2,0,0,1,2,2,0,1,2,0,0,0,0,1,1,1,1,0,3,4,4,1,23,13,220,56,4,1,6,0,3
41,2,1,0,0,1,0,1,3,1,1,2,3,1,1,0,1,0,0,1,1,1,1,7,3,1,12,8,26,148,73,5,5,1,1
51,3,2,1,2,0,1,3,7,1,0,5,0,0,1,2,0,1,1,0,0,2,1,6,3,0,32,2,10,42,140,40,13,3,1
64,6,0,0,1,1,5,1,3,5,0,2,2,1,0,1,1,1,4,0,0,1,6,7,1,1,28,3,9,10,51,88,55,8,5
82,4,3,1,2,0,1,3,3,1,0,4,5,5,1,0,2,0,4,3,0,0,5,9,2,0,34,3,10,12,14,32,102,24,6
94,8,7,5,9,1,3,2,7,2,1,10,14,4,2,1,0,0,0,3,2,3,1,7,5,1,27,2,4,5,9,8,63,71,23
106,10,4,12,12,6,3,3,7,7,2,14,11,1,3,0,0,0,0,3,0,0,0,7,2,1,14,3,12,8,8,2,26,40,50
