240,1,2,0,2,3,1,1,2,8,7,32,18,14,1,4,4,3,3,5,1,6,8,14,1,1,13,5,10,1,4,1,4,3,0
364,8,0,1,2,1,2,1,4,5,0,8,13,8,2,0,5,3,2,3,4,5,4,1,0,0,3,2,2,2,4,0,4,2,2
138,8,18,32,3,2,2,0,0,0,12,0,3,4,2,0,0,1,3,0,1,3,7,9,5,3,54,10,1,4,1,4,12,13,9
131,3,3,57,59,21,5,2,3,1,3,2,1,6,1,1,1,1,2,2,0,3,6,4,0,0,38,10,4,5,7,1,17,8,16
190,2,2,4,56,63,6,3,3,1,3,2,5,13,0,0,1,5,10,0,0,3,2,6,2,0,23,4,1,2,1,0,7,0,10
153,3,1,0,7,80,75,6,4,3,2,4,3,3,1,0,0,0,2,0,0,4,11,19,7,13,30,0,0,0,3,0,5,0,1
167,8,0,1,0,4,80,81,6,4,1,4,6,6,0,0,2,0,5,2,1,5,3,3,0,0,14,0,1,4,2,1,1,1,1
181,5,1,0,1,0,9,113,59,12,3,8,6,13,0,1,1,0,3,0,1,3,1,1,0,0,3,1,1,0,1,1,3,0,0
194,8,0,0,0,0,1,16,108,38,0,17,25,19,1,0,0,0,0,2,2,0,1,1,1,0,6,2,2,0,0,0,5,0,0
214,5,0,0,0,0,1,1,14,53,30,68,28,14,0,1,2,0,0,2,1,0,1,0,0,0,1,0,1,0,1,2,0,0,0
70,0,0,0,0,1,0,0,0,10,159,61,3,3,0,0,0,0,0,1,3,1,2,0,0,3,7,4,0,1,3,0,0,0,0
153,3,0,0,0,0,0,1,1,7,18,199,63,9,2,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
141,1,1,0,1,2,1,0,0,5,2,45,152,65,3,1,2,1,1,0,1,0,1,2,0,0,4,1,0,0,1,0,3,1,1
113,9,2,0,0,0,1,0,0,1,0,8,17,153,66,7,5,0,1,1,0,0,1,0,0,0,6,1,0,1,0,0,5,1,4
87,3,1,1,0,0,1,0,0,0,0,1,4,43,134,64,17,6,3,2,0,5,2,2,0,0,5,1,0,1,2,1,1,0,1
73,3,1,0,1,0,0,0,0,0,2,2,1,7,32,94,76,13,16,2,1,5,1,2,1,0,11,0,0,0,1,0,5,1,2
77,3,0,1,1,1,0,0,1,2,1,0,1,3,3,23,121,55,26,5,1,1,6,1,3,0,10,5,0,2,2,1,2,0,0
58,2,1,0,0,0,0,1,1,0,1,4,1,1,3,6,23,119,97,13,7,5,6,3,1,1,10,1,1,1,0,0,1,0,0
41,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,3,10,160,63,9,16,10,6,0,0,8,1,0,2,0,1,1,1,1
35,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,3,46,150,60,31,11,6,2,0,16,4,2,1,0,0,0,0,0
32,3,1,0,1,0,0,1,0,0,2,1,0,2,1,0,1,2,5,31,125,93,21,6,2,1,16,2,4,1,0,1,2,0,0
50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,29,140,75,12,3,0,18,3,0,0,1,0,1,0,0
43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,5,67,157,45,4,0,24,3,0,2,3,0,1,0,0
35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,4,79,169,9,0,28,1,0,0,1,1,0,0,0
46,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,6,18,113,75,22,26,9,0,7,1,1,1,0,0
50,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,5,35,71,91,128,21,1,12,1,0,1,0,0
11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,7,364,45,0,0,0,0,2,0,0
64,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,11,14,8,6,64,146,35,17,2,0,3,0,0
67,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,1,7,8,12,8,1,17,36,155,63,4,1,0,0,1
88,3,0,0,0,1,0,0,0,1,1,1,5,1,0,0,1,0,0,0,1,3,5,5,3,0,9,11,15,115,73,6,5,0,0
109,1,1,1,1,0,1,2,2,1,0,6,1,0,1,1,1,0,0,1,1,4,2,5,3,0,23,5,2,20,135,36,9,1,0
109,0,2,1,0,0,1,1,2,0,0,3,1,1,2,0,0,2,2,2,3,7,6,4,4,1,23,5,2,6,40,80,54,4,3
135,5,0,0,0,1,1,0,2,1,0,3,4,7,2,0,0,0,1,6,0,3,8,9,6,1,19,4,1,6,15,33,90,13,1
179,4,7,2,3,3,1,3,2,1,0,3,4,9,0,0,0,0,0,5,1,6,9,4,5,0,21,5,0,1,6,6,54,44,16
195,1,4,10,7,7,1,1,4,3,3,6,5,8,3,0,0,0,1,0,0,6,12,9,0,0,10,3,1,1,5,2,25,26,18
